appid,title,developer,publisher,genres,languages,tags,release_date,price,old_userscore,is_free,detailed_description,about_the_game,short_description,pc_requirements,content_descriptors
359870,FINAL FANTASY X/X-2 HD Remaster,Square Enix,Square Enix,RPG,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Traditional Chineselanguages with full audio support","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",2016-05-12,"$29.99 ",,false,FINAL FANTASY XV WINDOWS EDITIONhttps://store.stea...,FINAL FANTASY X tells the story of a star blitzbal...,FINAL FANTASY X/X-2 HD Remaster celebrates two of ...,Minimum:OS *: Windows Vista or laterProcessor: 2GH...,
701160,Kingdom Two Crowns,"Stumpy🐙Squid, Fury Studios, Coatsink",Raw Fury,"Adventure, Indie, Simulation, Strategy","English, Italian, German, Spanish - Spain, Japanese, Korean, Russian, French, Simplified Chinese, Traditional Chinese, Portuguese - Brazil","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",2018-12-11,"$19.99 ",,false,You will also enjoyhttps://store.steampowered.com/...,Kingdom Two Crowns is a side-scrolling micro strat...,"In Kingdom Two Crowns, players must work in the br...",Minimum:OS *: Windows 7Processor: Intel 4th Gen Du...,
705210,Cube Racer,Simon Blasen,Simon Blasen,"Action, Casual, Indie, Racing",English,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Remote Play Together",2017-10-30,,,true,Cube Racer is a round based multiplayer racing gam...,Cube Racer is a round based multiplayer racing gam...,Cube Racer is a round based multiplayer racing gam...,Minimum:OS *: Windows 7Processor: 2GHzMemory: 2 GB...,
1448440,Wo Long: Fallen Dynasty,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD., CE-Asia(Asia)","Action, Adventure, RPG","English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Japanese, Koreanlanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, HDR available, Family Sharing",2024-02-06,"$59.99 ",79,false,Wo Long: Fallen Dynasty Complete EditionWorldwide ...,"From the depths of darkness, a dragon soars. A new...",A new dark fantasy Three Kingdoms action RPG from ...,Minimum:Requires a 64-bit processor and operating ...,This Game may contain content not appropriate for ...
1160750,Grim Clicker,EvilCharm Games,"EvilCharm Games, Aleksandr Golovkin","Indie, RPG, Free to Play","English, Russian","Single-player, Steam Achievements, In-App Purchases, Steam Cloud",2024-01-30,,,true,WISHLIST NEW GAME FROM ALEXANDR GOLOVKINhttps://st...,Grim Clicker is an IDLE/RPG clicker where you will...,Grim Clicker is an IDLE/RPG clicker where you will...,"Minimum:OS *: Windows XP, Vista, 7, 8, or 10Proces...",
1937480,Out of the Park Baseball 24,Out of the Park Developments,Out of the Park Developments,"Indie, Simulation, Sports, Strategy","English, Koreanlanguages with full audio support","Single-player, Multi-player, MMO, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Family Sharing",2023-03-24,"$19.99 ",,false,Out of the Park Baseball 24 - the 24th version of ...,Out of the Park Baseball 24 - the 24th version of ...,Play What The Pros Play! Officially licensed by ML...,Minimum:Requires a 64-bit processor and operating ...,
2248760,Car For Sale Simulator 2023,Red Axe Games,Red Axe Games,"Indie, Simulation, Early Access","English, Turkish, French, Italian, German, Spanish - Spain, Japanese, Russian, Arabic, Portuguese - Brazil, Danish, Dutch, Finnish, Traditional Chinese, Polish, Hungarian, Norwegian, Portuguese - Portugal, Ukrainian, Greek, Czech, Swedish","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",2023-05-18,"$17.99 ",,false,ADD TO WISHLISTOur other gamehttps://store.steampo...,https://store.steampowered.com/app/1149620/Gas_Sta...,Car For Sale Simulator 2023 - Developed for car en...,Minimum:OS: Windows (64-bit) 10Processor: Intel Co...,
1343370,Old School RuneScape,Jagex Ltd,Jagex Ltd,"Adventure, Massively Multiplayer, RPG, Free to Play",English,"Multi-player, MMO, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases",2021-02-24,,,true,"Greetings, adventurer! Rooted in the origin of MMO...","Greetings, adventurer! Rooted in the origin of MMO...",The best retro fantasy MMORPG on the planet. Old S...,Minimum:Requires a 64-bit processor and operating ...,
251060,Wargame: Red Dragon,Eugen Systems,Eugen Systems,"Indie, Simulation, Strategy","English, French, Italian, German, Spanish - Spain, Polish, Russian, Japanese, Korean, Ukrainian, Traditional Chineselanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, Steam Cloud, Family Sharing",2014-04-17,"$29.99 ",78,false,Check out our new real-time strategy World War III...,The new reference in RTS at its best!The Wargame s...,The new reference in RTS at its best! The Wargame ...,Minimum:OS *: WINDOWS XP SP3/WINDOWS VISTA SP2/WIN...,
2808930,Lust Goddess,BRAWEA LTD,BRAWEA LTD,"Action, Adventure, Massively Multiplayer, RPG, Strategy, Free to Play","English, French, Italian, German, Spanish - Spain, Korean, Portuguese - Portugal, Russian, Japanese, Simplified Chineselanguages with full audio support","Single-player, Multi-player, PvP, Steam Achievements, In-App Purchases",2024-02-21,,,true," YOU'VE AWAKENED IN A FUTURE WORLDAs the Captain o..."," YOU'VE AWAKENED IN A FUTURE WORLDAs the Captain o...",Lust Goddess is a hot and thrilling collectible ca...,Minimum:Requires a 64-bit processor and operating ...,All characters in the game are over 20 years old.
464920,Surviving Mars,"Haemimont Games, Abstraction",Paradox Interactive,"Simulation, Strategy","English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Turkishlanguages with full audio support","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on TV, Family Sharing",2018-03-15,"$29.99 ",76,false,Special EditionsAbout the GameColonize Mars and di...,"Colonize Mars and discover her secrets, with minim...",There will be challenges to overcome. Execute your...,Minimum:OS: Windows® 10 Home 64 BitProcessor: 4th ...,
544730,Catan Universe,Client/Frontend: Endava  / Backend: SuperNimbus,USM,"Casual, Strategy","English, German, French, Spanish - Spain, Dutch","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases",2017-04-25,,,true,Play your favorite game CATAN anytime and anywhere...,Play your favorite game CATAN anytime and anywhere...,Trade – build – settle: Become Lord of Catan! Get ...,Minimum:OS: Windows 10 64-bitProcessor: 1.5Ghz Dua...,
1097430,Book of Yog Idle RPG,元气工作室,元气工作室,"RPG, Simulation, Sports, Strategy, Free to Play, Early Access","English, Simplified Chinese","Single-player, Multi-player, MMO, In-App Purchases",2022-07-29,,,true,From Game DevelopersWe are a small indie developme...,*** For information about current state of the Ear...,The Book of Yog is a 3D idle RPG game presented wi...,"Minimum:OS *: Windows 7, Windows 8, Windows 10Proc...",Some female characters in the game are slightly ex...
1971650,OCTOPATH TRAVELER II,"Square Enix, ACQUIRE Corp.",Square Enix,RPG,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chineselanguages with full audio support","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2023-02-24,"$59.99 ",,false,Reviews and AccoladesOCTOPATH TRAVELER II Prologue...,"The story takes place in Solistia, a land comprisi...",This game is a brand-new entry in the OCTOPATH TRA...,Minimum:OS: Windows® 10 / 11 64-bitProcessor: AMD ...,
349040,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,"Action, Adventure","English, French, Italian, German, Spanish - Spain, Arabic, Polish, Russian, Portuguese - Brazil, Thai, Korean, Traditional Chineselanguages with full audio support","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",2016-02-04,"$19.99 ",,false,More Naruto Gameshttps://store.steampowered.com/ap...,The latest opus in the acclaimed STORM series is t...,The latest opus in the acclaimed STORM series is t...,Minimum:OS *: Windows (64bit) 7 or higher up to da...,
242920,Banished,Shining Rock Software LLC,Shining Rock Software LLC,"Indie, Simulation, Strategy",Englishlanguages with full audio support,"Single-player, Steam Achievements, Remote Play on Phone, Remote Play on Tablet, Family Sharing",2014-02-18,"$19.99 ",73,false,"In this city-building strategy game, you control a...","In this city-building strategy game, you control a...","In this city-building strategy game, you control a...",Minimum:OS *: Win XP SP3 / Vista / Windows 7 / Win...,
1877960,Trimps,Greensatellite,Greensatellite,"Casual, Free to Play, Indie, Strategy",English,"Single-player, Steam Achievements, In-App Purchases, Steam Cloud",2022-05-02,,,true,Trimps is a text-based idle/incremental game fille...,Trimps is a text-based idle/incremental game fille...,A text-based incremental idle game with a ridiculo...,Minimum:Requires a 64-bit processor and operating ...,
2068280,Nordic Ashes: Survivors of Ragnarok,Noxfall Studios,Noxfall Studios,"Action, Adventure, Casual, Indie, RPG, Strategy, Early Access","English, Spanish - Spain, German, Simplified Chinese, Japanese, Portuguese - Portugal, Russian, Korean, French, Italian, Polish, Ukrainian, Dutch, Portuguese - Brazil, Swedish, Czech","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2022-12-15,"$4.99 ",,false,"Slay your Twitch ChatIf you are streaming, this fe...","Nordic Ashes: Survivors of Ragnarok, is a challeng...",Nordic Ashes is a challenging Norse inspired actio...,Minimum:OS *: Windows 7Processor: AMD FX-6300 / 3r...,
213670,South Park™: The Stick of Truth™,Obsidian Entertainment,Ubisoft,"Action, Adventure, RPG","English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russianlanguages with full audio support","Single-player, Steam Achievements, Full controller support, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",2014-03-03,"$29.99 ",,false,From the perilous battlefields of the fourth-grade...,From the perilous battlefields of the fourth-grade...,From the perilous battlefields of the fourth-grade...,"Minimum:OS *: WindowsXP SP3, Windows Vista SP2, Wi...",
1874880,Arma Reforger,Bohemia Interactive,Bohemia Interactive,"Action, Simulation, Strategy","English, French, Italian, German, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Spainlanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Captions available, Steam Cloud, Family Sharing",2023-11-16,"$29.99 ",,false,Arma Reforger Deluxe EditionExpand your experience...,"Powered by the new Enfusion engine, Arma Reforger ...",Experience authentic Cold War combat and join the ...,Minimum:Requires a 64-bit processor and operating ...,This Game may contain content not appropriate for ...
551170,Onmyoji,NetEase Games,NetEase Games,"Adventure, RPG, Strategy",English,"Multi-player, MMO, Steam Achievements, Steam Trading Cards, In-App Purchases",2018-04-18,,,true,A Tale of DemonsBegin your legendary journey throu...,A Tale of DemonsBegin your legendary journey throu...,Onmyoji is a turn-based fantasy strategy game with...,Minimum:OS *: win7/8/10Processor: Intel E2140/Athl...,
954850,Kerbal Space Program 2,Intercept Games,Private Division,"Indie, Simulation, Early Access","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Simplified Chinese, Portuguese - Brazil, Traditional Chineselanguages with full audio support","Single-player, Family Sharing",2023-02-24,"$39.99 ",,false,Early Access Kerbal Space Program 2  is the sequel...,"  The original Kerbal Space Program is one of the ...",Kerbal Space Program 2 is the sequel to the acclai...,Minimum:Requires a 64-bit processor and operating ...,
243470,Watch_Dogs™,Ubisoft,Ubisoft,"Action, Adventure","English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Hungarian, Polish, Portuguese - Brazil, Swedish, Finnish, Norwegian, Portuguese - Portugallanguages with full audio support","Single-player, Multi-player, Steam Trading Cards, Partial Controller Support",2014-05-26,"$29.99 ",77,false,WATCH_DOGS™ COMPLETE EDITIONExperience Watch_Dogs ...,All it takes is the swipe of a finger. We connect ...,"In today's hyper-connected world, Chicago operates...","Minimum:OS *: Originally released for Windows 7, t...",
454650,DRAGON BALL XENOVERSE 2,"QLOC, DIMPS",Bandai Namco Entertainment,"Action, Adventure, Casual, Massively Multiplayer","English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Traditional Chinese, Korean, Simplified Chinese, Spanish - Latin Americalanguages with full audio support","Single-player, Multi-player, MMO, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",2016-10-27,"$19.99 ",78,false,DISCOVER ANOTHER WORLD BY AKIRA TORIYAMAhttps://st...,"YOUR STORY, YOUR AVATAR, YOUR DRAGON BALL WORLDDra...",DRAGON BALL XENOVERSE 2 builds upon the highly pop...,Minimum:Requires a 64-bit processor and operating ...,
1222700,A Way Out,Hazelight,Electronic Arts,"Action, Adventure, Indie","English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russianlanguages with full audio support","Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",2020-06-18,"$29.99 ",78,false,PLAY ON STEAM USING THE REMOTE PLAY TOGETHER FEATU...,PLAY ON STEAM USING THE REMOTE PLAY TOGETHER FEATU...,A Way Out is an exclusively co-op adventure where ...,Minimum:Requires a 64-bit processor and operating ...,
